region,treat.id,control.id,sample.id,date,time,farm.name,lat,lon,treat.type,sample.type,control.type,mesh,tow.duration,tow.depth,flow.vol,sample.vol,subsample.vol,egg,naup,l.cope,c.cope,cope,l.chal,c.chal,chal,l.mot,c.mot,mot,lice,lice.extrap,inf.lice,inf.lice.extrap,comments
Clayoquot Sound,NA,Millar_Channel_spatial_2022-03,CA8,2022-03-08,NA,Millar Channel,49.37502895,-126.0911134,hydrolicer,control,spatial,250,NA,NA,NA,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Clayoquot Sound,Fortune_Channel_effluent_2022-03,NA,CA9,2022-03-16,NA,Fortune Channel,49.23469982,-125.7502612,hydrolicer,effluent,NA,250,NA,NA,NA,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Clayoquot Sound,Fortune_Channel_effluent_2022-03,NA,CA10,2022-03-16,NA,Fortune Channel,49.23469982,-125.7502612,hydrolicer,effluent,NA,250,NA,NA,NA,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Clayoquot Sound,Fortune_Channel_effluent_2022-03,NA,CA11,2022-03-16,NA,Fortune Channel,49.23469982,-125.7502612,hydrolicer,effluent,NA,250,NA,NA,NA,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Clayoquot Sound,NA,Fortune_Channel_spatial_2022-03,CA12,2022-03-16,NA,Fortune Channel,49.23469982,-125.7502612,hydrolicer,control,spatial,250,NA,NA,NA,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Clayoquot Sound,Bawden_effluent_2022-03,NA,CA13,2022-03-24,NA,Bawden,49.31278132,-126.0073145,hydrolicer,effluent,NA,250,NA,NA,1.75180015393346,1000,500,0,0,0,1,1,1,0,1,0,0,0,2,4,0,0,scales
Clayoquot Sound,Bawden_effluent_2022-03,NA,CA14,2022-03-24,NA,Bawden,49.31278132,-126.0073145,hydrolicer,effluent,NA,250,NA,NA,1.85733028368849,1000,500,0,0,0,0,0,1,1,2,0,0,0,2,4,0,0,NA
Clayoquot Sound,Bawden_effluent_2022-03,NA,CA15,2022-03-24,NA,Bawden,49.31278132,-126.0073145,hydrolicer,effluent,NA,250,NA,NA,1.09751334945229,1000,500,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,NA
Clayoquot Sound,NA,Bawden_spatial_2022-03,CA16,2022-03-24,NA,Bawden,49.31278132,-126.0073145,hydrolicer,control,spatial,250,NA,NA,13.5500686605456,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA1,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA2,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA3,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA4,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA5,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,1,NA,NA,0,1,67,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA6,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,1,1,67,1,67,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA7,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA8,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,2,NA,NA,0,NA,NA,0,NA,NA,0,2,133,2,133,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA9,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA10,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA11,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA12,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA13,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA14,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,2,NA,NA,0,NA,NA,0,NA,NA,2,4,267,4,267,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA15,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,2,NA,NA,0,NA,NA,1,NA,NA,0,3,200,2,133,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA16,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,5,0,NA,NA,0,NA,NA,2,NA,NA,0,7,467,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA17,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA18,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA19,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA20,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA21,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA22,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,2,1,NA,NA,0,NA,NA,0,NA,NA,2,5,333,3,200,adult alive
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA23,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,5,5,NA,NA,0,NA,NA,1,NA,NA,0,11,733,5,333,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA24,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,2,1,NA,NA,0,NA,NA,0,NA,NA,0,3,200,1,67,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA25,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA26,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA27,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_spatial_2021-09,BA28,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,control,spatial,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA29,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA30,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,1,1,67,1,67,adult alive
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA31,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,1,0,NA,NA,0,NA,NA,1,NA,NA,0,2,133,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-09,NA,BA32,2021-09-23,NA,Swanson,50.61826119,-126.7036895,hydrolicer,effluent,NA,150,3,1.5,NA,1000,15,2,0,NA,NA,0,NA,NA,0,NA,NA,0,2,133,0,0,NA
Broughton Archipelago,NA,Midsummer_spatial_2021-10,BA33,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,control,spatial,150,15,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA34,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,15,3,NA,1000,15,0,5,NA,NA,2,NA,NA,5,NA,NA,1,13,867,6,400,video of live chalimus and naup
Broughton Archipelago,NA,Midsummer_spatial_2021-10,BA35,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,control,spatial,150,15,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA36,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,15,3,NA,1000,15,0,4,NA,NA,0,NA,NA,2,NA,NA,0,6,400,4,267,video chalimus and naup
Broughton Archipelago,NA,Midsummer_spatial_2021-10,BA37,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,control,spatial,150,15,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA38,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,15,3,NA,1000,15,0,2,NA,NA,1,NA,NA,3,NA,NA,0,6,400,2,133,stills; no video
Broughton Archipelago,NA,Midsummer_spatial_2021-10,BA39,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,control,spatial,150,15,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA40,2021-10-01,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,15,3,NA,1000,15,0,2,NA,NA,1,NA,NA,0,NA,NA,0,3,200,2,133,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA41,2021-10-05,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,15,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,Plankton very lively; greasy droplets on surface
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA42,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,6,NA,NA,1,NA,NA,7,NA,NA,1,15,1000,7,467,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA43,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,5,NA,NA,2,NA,NA,7,NA,NA,0,14,933,5,333,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA44,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,3,NA,NA,1,NA,NA,4,NA,NA,0,8,533,3,200,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA45,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,2,NA,NA,1,NA,NA,2,NA,NA,0,5,333,2,133,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA46,2021-10-07,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,3,NA,1000,15,0,1,NA,NA,0,NA,NA,0,NA,NA,0,1,67,1,67,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA47,2021-10-07,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA48,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,1,NA,NA,0,1,67,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA49,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,2,NA,NA,1,NA,NA,1,NA,NA,0,4,267,2,133,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA50,2021-10-07,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA51,2021-10-07,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA52,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Midsummer_effluent_2021-10,NA,BA53,2021-10-06,NA,Midsummer,50.65927818,-126.6624158,freshwater,effluent,NA,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,1,NA,NA,0,1,67,0,0,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA54,2021-10-07,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA55,2021-10-07,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,3,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Swanson_effluent_2021-10,NA,BA56,2021-10-12,NA,Swanson,50.61826119,-126.7036895,freshwater,effluent,NA,150,15,NA,NA,1000,15,6,1,NA,NA,2,NA,NA,9,NA,NA,0,18,1200,1,67,None of he chalimus appeared alive; many had their anterior ends blown off; way more scales than oter samples; one of the copes was alive; naups VERY lively couldn't photo them.
Broughton Archipelago,Swanson_effluent_2021-10,NA,BA57,2021-10-12,NA,Swanson,50.61826119,-126.7036895,freshwater,effluent,NA,150,15,NA,NA,1000,15,5,1,NA,NA,3,NA,NA,11,NA,NA,1,21,1400,2,133,NA
Broughton Archipelago,Swanson_effluent_2021-10,NA,BA58,2021-10-12,NA,Swanson,50.61826119,-126.7036895,freshwater,effluent,NA,150,15,NA,NA,1000,15,5,1,NA,NA,2,NA,NA,3,NA,NA,0,11,733,1,67,NA
Broughton Archipelago,Swanson_effluent_2021-10,NA,BA59,2021-10-12,NA,Swanson,50.61826119,-126.7036895,freshwater,effluent,NA,150,15,NA,NA,1000,15,1,0,NA,NA,0,NA,NA,2,NA,NA,0,3,200,0,0,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA60,2021-10-15,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_temporal_2021-10,BA61,2021-10-15,NA,Swanson,50.61826119,-126.7036895,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Swanson_temporal_2021-10,BA62,2021-10-16,NA,Swanson,50.61826119,-126.7036895,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA63,2021-10-29,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,orange oil droplets floating in jar - iphone pictures and same colour oil is in the zooplankton - Canon pictures
Broughton Archipelago,NA,Swanson_temporal_2021-10,BA64,2021-10-29,NA,Swanson,50.61826119,-126.7036895,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,orange oil droplets floating in jar - iphone pictures and same colour oil is in the zooplankton - Canon pictures; little jelly-like animals alive 9x9mm
Broughton Archipelago,NA,Midsummer_temporal_2021-10,BA65,2021-10-30,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,orange oil droplets floating in jar - iphone pictures and same colour oil is in the zooplankton - Canon pictures
Broughton Archipelago,NA,Swanson_temporal_2021-10,BA66,2021-10-30,NA,Swanson,50.61826119,-126.7036895,none,control,temporal,150,5,1.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,orange oil droplets floating in jar - iphone pictures and same colour oil is in the zooplankton - Canon pictures; larval fish
Broughton Archipelago,NA,Midsummer_temporal_2021-11,BA67,2021-11-05,NA,Midsummer,50.65927818,-126.6624158,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,orange oil droplets floating
Broughton Archipelago,NA,Swanson_temporal_2021-11,BA68,2021-11-05,NA,Swanson,50.61826119,-126.7036895,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Humphrey_Rock_temporal_2021-11,BA69,2021-11-12,NA,Humphrey Rock,50.69798812,-126.2540115,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,NA,Humphrey_Rock_temporal_2021-11,BA72,2021-11-15,NA,Humphrey Rock,50.69798812,-126.2540115,none,control,temporal,150,5,2,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Humphrey_Rock_effluent_2021-11,NA,BA73,2021-11-26,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,NA,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Humphrey_Rock_effluent_2021-11,NA,BA74,2021-11-26,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,NA,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA
Broughton Archipelago,Humphrey_Rock_effluent_2022-01,NA,BA75,2022-01-25,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,0.5,NA,1000,15,0,1,NA,NA,0,NA,NA,0,NA,NA,8,9,600,9,600,NA
Broughton Archipelago,Humphrey_Rock_effluent_2022-01,NA,BA76,2022-01-25,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,0.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,6,6,400,6,400,NA
Broughton Archipelago,NA,Humphrey_Rock_spatial_2022-01,BA77,2022-01-25,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,control,spatial,150,5,0.5,NA,1000,15,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,300m off the farm
Broughton Archipelago,Humphrey_Rock_effluent_2022-01,NA,BA78,2022-01-28,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,2,NA,1000,15,0,5,NA,NA,0,NA,NA,6,NA,NA,0,11,733,5,333,skin
Broughton Archipelago,Humphrey_Rock_effluent_2022-01,NA,BA79,2022-01-28,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,2,NA,1000,15,0,7,NA,NA,0,NA,NA,11,NA,NA,0,18,1200,7,467,skin
Broughton Archipelago,Humphrey_Rock_effluent_2022-01,NA,BA80,2022-01-28,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,2,NA,1000,15,0,0,NA,NA,2,NA,NA,6,NA,NA,0,8,533,0,0,skin
Broughton Archipelago,Humphrey_Rock_effluent_2022-01,NA,BA81,2022-01-28,NA,Humphrey Rock,50.69798812,-126.2540115,hydrolicer,effluent,NA,150,5,2,NA,1000,15,1,1,NA,NA,0,NA,NA,14,NA,NA,0,16,1067,1,67,NA
