Incident Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Aquaculture Management Unit,Mitigation
2019-05-06,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,In-Feed Treatment
2019-05-07,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,In-Feed Treatment
2019-05-07,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,In-Feed Treatment
2019-05-07,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,In-Feed Treatment
2019-05-11,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,In-Feed Treatment
2019-05-15,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2019-05-16,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,In-Feed Treatment
2019-05-17,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,In-Feed Treatment
2019-05-17,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2019-05-18,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,In-Feed Treatment
2019-05-19,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,In-Feed Treatment
2019-05-21,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2019-05-25,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,In-Feed Treatment
2019-05-25,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,In-Feed Treatment
2019-06-01,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2019-06-15,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,In-Feed Treatment
2019-06-16,892,MOWI Canada West,Bell Island,50.83242,-127.52057,Port Hardy,Medicinal Bath Treatment
2019-06-23,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,In-Feed Treatment
2019-06-25,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Non-Medicinal Bath Treatment
2019-06-28,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Medicinal Bath Treatment
2019-07-07,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,In-Feed Treatment
2019-08-02,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,In-Feed Treatment
2019-08-02,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,In-Feed Treatment
2019-08-02,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,In-Feed Treatment
2019-08-02,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,In-Feed Treatment
2019-08-02,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,In-Feed Treatment
2019-08-04,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,In-Feed Treatment
2019-08-15,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Harvest
2019-08-23,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Medicinal Bath Treatment
2019-09-01,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Medicinal Bath Treatment
2019-09-07,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,In-Feed Treatment
2019-09-15,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Harvest
2019-09-21,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Mechanical Removal
2019-09-22,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,In-Feed Treatment
2019-09-22,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,In-Feed Treatment
2019-09-22,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,In-Feed Treatment
2019-09-23,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2019-09-24,1198,MOWI Canada West,Raynor,50.89253,-127.25359,Port Hardy,In-Feed Treatment
2019-09-27,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,In-Feed Treatment
2019-09-27,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,In-Feed Treatment
2019-09-27,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,In-Feed Treatment
2019-09-29,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,In-Feed Treatment
2019-09-30,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,In-Feed Treatment
2019-10-01,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Harvest
2019-10-01,1382,MOWI Canada West,Robertson,50.93242,-127.42537,Port Hardy,Harvest
2019-10-06,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Harvest
2019-10-16,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,In-Feed Treatment
2019-10-16,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2019-10-18,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Non-Medicinal Bath Treatment
2019-10-20,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,In-Feed Treatment
2019-10-23,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,In-Feed Treatment
2019-10-25,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Mechanical Removal
2019-10-26,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,In-Feed Treatment
2019-10-29,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,In-Feed Treatment
2019-10-30,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,In-Feed Treatment
2019-10-30,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,In-Feed Treatment
2019-11-01,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,In-Feed Treatment
2019-11-06,739,MOWI Canada West,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Non-Medicinal Bath Treatment
2019-12-03,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2019-12-08,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Mechanical Removal
2019-12-13,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2019-12-15,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Non-Medicinal Bath Treatment
2019-12-21,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,In-Feed Treatment
2019-12-24,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,In-Feed Treatment
2019-12-24,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,In-Feed Treatment
2019-12-24,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,In-Feed Treatment
2020-01-01,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2020-01-01,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2020-01-04,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Mechanical Removal
2020-01-20,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,In-Feed Treatment
2020-01-27,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,In-Feed Treatment
2020-02-01,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,In-Feed Treatment
2020-02-01,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,In-Feed Treatment
2020-02-03,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,In-Feed Treatment
2020-02-04,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Mechanical Removal
2020-02-10,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,In-Feed Treatment
2020-02-10,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,In-Feed Treatment
2020-02-11,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,In-Feed Treatment
2020-02-17,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,In-Feed Treatment
2020-02-26,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Mechanical Removal
2020-02-27,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,Sunshine Coast,In-Feed Treatment
2020-02-27,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,In-Feed Treatment
2020-03-01,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2020-03-04,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
2020-03-09,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,In-Feed Treatment
2020-03-11,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2020-03-14,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,In-Feed Treatment
2020-03-14,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,In-Feed Treatment
2020-03-19,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,In-Feed Treatment
2020-03-22,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,In-Feed Treatment
2020-03-31,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,In-Feed Treatment
2020-03-31,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2020-04-05,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Medicinal Bath Treatment
2020-04-08,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2020-04-14,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2020-04-14,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Harvest
2020-04-15,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Mechanical Removal
2020-04-16,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Medicinal Bath Treatment
2020-04-16,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Harvest
2020-04-22,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Non-Medicinal Bath Treatment
2020-04-23,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,In-Feed Treatment
2020-04-27,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
2020-04-28,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Mechanical Removal
2020-04-30,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,In-Feed Treatment
2020-05-01,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Harvest
2020-05-01,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Harvest
2020-05-04,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Harvest
2020-05-08,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2020-05-13,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2020-05-14,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Non-Medicinal Bath Treatment
2020-05-19,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2020-05-24,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,In-Feed Treatment
2020-05-26,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2020-05-27,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Medicinal Bath Treatment
2020-06-01,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Harvest
2020-06-01,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Harvest
2020-06-02,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2020-06-04,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Non-Medicinal Bath Treatment
2020-06-08,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,In-Feed Treatment
2020-06-10,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
2020-06-11,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,In-Feed Treatment
2020-06-13,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Non-Medicinal Bath Treatment
2020-06-13,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,In-Feed Treatment
2020-06-14,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,In-Feed Treatment
2020-06-15,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,In-Feed Treatment
2020-06-15,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,In-Feed Treatment
2020-06-18,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,In-Feed Treatment
2020-06-19,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2020-06-21,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,In-Feed Treatment
2020-06-22,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Harvest
2020-06-26,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,In-Feed Treatment
2020-06-29,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Medicinal Bath Treatment
2020-06-29,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Medicinal Bath Treatment
2020-06-30,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Mechanical Removal
2020-07-01,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Harvest
2020-07-03,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,In-Feed Treatment
2020-07-07,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Non-Medicinal Bath Treatment
2020-07-09,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,In-Feed Treatment
2020-07-14,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2020-07-15,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,In-Feed Treatment
2020-07-24,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2020-07-25,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2020-07-26,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Non-Medicinal Bath Treatment
2020-07-31,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2020-08-06,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Mechanical Removal
2020-08-07,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,In-Feed Treatment
2020-08-07,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Mechanical Removal
2020-08-10,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,In-Feed Treatment
2020-08-13,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Medicinal Bath Treatment
2020-08-14,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Non-Medicinal Bath Treatment
2020-08-15,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Mechanical Removal
2020-08-20,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,In-Feed Treatment
2020-08-29,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,In-Feed Treatment
2020-08-29,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Non-Medicinal Bath Treatment
2020-08-31,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,In-Feed Treatment
2020-09-01,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,In-Feed Treatment
2020-09-05,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,In-Feed Treatment
2020-09-06,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,In-Feed Treatment
2020-09-07,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,In-Feed Treatment
2020-09-07,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,In-Feed Treatment
2020-09-12,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2020-09-21,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2020-09-26,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2020-10-06,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2020-10-11,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Non-Medicinal Bath Treatment
2020-10-16,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Mechanical Removal
2020-10-21,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Mechanical Removal
2020-10-26,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Mechanical Removal
2020-10-31,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,In-Feed Treatment
2020-11-01,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Mechanical Removal
2020-11-03,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2020-11-08,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,In-Feed Treatment
2020-11-09,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Non-Medicinal Bath Treatment
2020-11-09,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Non-Medicinal Bath Treatment
2020-11-25,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,In-Feed Treatment
2020-12-03,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Mechanical Removal
2020-12-05,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2020-12-06,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2020-12-06,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,In-Feed Treatment
2020-12-21,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2020-12-23,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Non-Medicinal Bath Treatment
2021-01-02,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Non-Medicinal Bath Treatment
2021-01-04,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Medicinal Bath Treatment
2021-01-12,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2021-01-17,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Non-Medicinal Bath Treatment
2021-01-19,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Medicinal Bath Treatment
2021-01-19,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Mechanical Removal
2021-01-26,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,In-Feed Treatment
2021-01-26,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2021-01-26,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,In-Feed Treatment
2021-01-26,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,In-Feed Treatment
2021-01-27,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Non-Medicinal Bath Treatment
2021-01-27,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Mechanical Removal
2021-02-01,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Non-Medicinal Bath Treatment
2021-02-01,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2021-02-02,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,In-Feed Treatment
2021-02-02,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,In-Feed Treatment
2021-02-05,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2021-02-05,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,In-Feed Treatment
2021-02-05,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,In-Feed Treatment
2021-02-05,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,In-Feed Treatment
2021-02-11,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,In-Feed Treatment
2021-02-11,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Medicinal Bath Treatment
2021-02-12,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Mechanical Removal
2021-02-14,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2021-02-16,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,In-Feed Treatment
2021-02-17,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2021-02-22,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2021-02-23,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Mechanical Removal
2021-02-25,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Non-Medicinal Bath Treatment
2021-02-26,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Medicinal Bath Treatment
2021-03-03,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Mechanical Removal
2021-03-11,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Medicinal Bath Treatment
2021-03-12,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
2021-03-13,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Non-Medicinal Bath Treatment
2021-03-15,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2021-03-16,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Medicinal Bath Treatment
2021-03-17,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Mechanical Removal
2021-03-20,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Medicinal Bath Treatment
2021-03-22,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Mechanical Removal
2021-03-23,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Medicinal Bath Treatment
2021-03-25,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,In-Feed Treatment
2021-03-25,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Mechanical Removal
2021-03-27,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,In-Feed Treatment
2021-03-28,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2021-03-29,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Non-Medicinal Bath Treatment
2021-03-30,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Mechanical Removal
2021-04-07,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Medicinal Bath Treatment
2021-04-07,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,Medicinal Bath Treatment
2021-04-12,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Non-Medicinal Bath Treatment
2021-04-13,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,Mechanical Removal
2021-04-15,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Medicinal Bath Treatment
2021-04-20,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Mechanical Removal
2021-04-21,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,In-Feed Treatment
2021-04-22,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Medicinal Bath Treatment
2021-04-24,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2021-04-29,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Medicinal Bath Treatment
2021-04-29,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,In-Feed Treatment
2021-04-30,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Mechanical Removal
2021-05-04,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2021-05-04,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Mechanical Removal
2021-05-08,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Medicinal Bath Treatment
2021-05-08,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Non-Medicinal Bath Treatment
2021-05-11,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Mechanical Removal
2021-05-12,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Medicinal Bath Treatment
2021-05-13,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Mechanical Removal
2021-05-17,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Mechanical Removal
